timestamp,participant,hour_of_day,day_of_week,sleep_duration,deep_sleep_min,resting_hr,stress,steps_last_3h,task_density,focus_proxy,resting_hr_delta_7d,data_origin
2026-07-31T23:00:00+00:00,edge-illness,23,4,8.17,105.7,59.3,42.7,123.7,1,2.519,-1.56,synthetic
2026-08-01T09:00:00+00:00,edge-illness,9,5,8.3,134.8,59.0,45.7,220.6,3,4.045,-1.36,synthetic
2026-08-01T10:00:00+00:00,edge-illness,10,5,8.3,134.8,59.0,45.7,650.2,3,5.0,-1.36,synthetic
2026-08-01T11:00:00+00:00,edge-illness,11,5,8.3,134.8,59.0,45.7,891.9,1,3.99,-1.36,synthetic
2026-08-01T12:00:00+00:00,edge-illness,12,5,8.3,134.8,59.0,45.7,726.8,3,3.955,-1.36,synthetic
2026-08-01T13:00:00+00:00,edge-illness,13,5,8.3,134.8,59.0,45.7,405.7,2,3.52,-1.36,synthetic
2026-08-01T14:00:00+00:00,edge-illness,14,5,8.3,134.8,59.0,45.7,163.9,2,4.548,-1.36,synthetic
2026-08-01T15:00:00+00:00,edge-illness,15,5,8.3,134.8,59.0,45.7,199.2,3,3.963,-1.36,synthetic
2026-08-01T16:00:00+00:00,edge-illness,16,5,8.3,134.8,59.0,45.7,341.8,2,4.28,-1.36,synthetic
2026-08-01T17:00:00+00:00,edge-illness,17,5,8.3,134.8,59.0,45.7,530.6,3,4.488,-1.36,synthetic
2026-08-01T18:00:00+00:00,edge-illness,18,5,8.3,134.8,59.0,45.7,1027.3,0,3.51,-1.36,synthetic
2026-08-01T19:00:00+00:00,edge-illness,19,5,8.3,134.8,59.0,45.7,1202.3,2,3.996,-1.36,synthetic
2026-08-01T20:00:00+00:00,edge-illness,20,5,8.3,134.8,59.0,45.7,1188.4,2,4.034,-1.36,synthetic
2026-08-01T21:00:00+00:00,edge-illness,21,5,8.3,134.8,59.0,45.7,775.8,0,3.101,-1.36,synthetic
2026-08-01T22:00:00+00:00,edge-illness,22,5,8.3,134.8,59.0,45.7,349.8,2,3.299,-1.36,synthetic
2026-08-01T23:00:00+00:00,edge-illness,23,5,8.3,134.8,59.0,45.7,174.9,1,2.51,-1.36,synthetic
2026-08-02T09:00:00+00:00,edge-illness,9,6,8.52,107.6,61.7,34.7,411.2,3,4.011,1.31,synthetic
2026-08-02T10:00:00+00:00,edge-illness,10,6,8.52,107.6,61.7,34.7,1053.2,2,4.043,1.31,synthetic
2026-08-02T11:00:00+00:00,edge-illness,11,6,8.52,107.6,61.7,34.7,1389.9,3,3.886,1.31,synthetic
2026-08-02T12:00:00+00:00,edge-illness,12,6,8.52,107.6,61.7,34.7,1219.5,2,4.429,1.31,synthetic
2026-08-02T13:00:00+00:00,edge-illness,13,6,8.52,107.6,61.7,34.7,643.0,1,4.092,1.31,synthetic
2026-08-02T14:00:00+00:00,edge-illness,14,6,8.52,107.6,61.7,34.7,373.5,1,3.57,1.31,synthetic
2026-08-02T15:00:00+00:00,edge-illness,15,6,8.52,107.6,61.7,34.7,289.1,1,3.812,1.31,synthetic
2026-08-02T16:00:00+00:00,edge-illness,16,6,8.52,107.6,61.7,34.7,494.9,3,3.734,1.31,synthetic
2026-08-02T17:00:00+00:00,edge-illness,17,6,8.52,107.6,61.7,34.7,599.1,4,3.982,1.31,synthetic
2026-08-02T18:00:00+00:00,edge-illness,18,6,8.52,107.6,61.7,34.7,1109.2,1,3.11,1.31,synthetic
2026-08-02T19:00:00+00:00,edge-illness,19,6,8.52,107.6,61.7,34.7,1274.2,3,3.298,1.31,synthetic
2026-08-02T20:00:00+00:00,edge-illness,20,6,8.52,107.6,61.7,34.7,1569.1,2,3.137,1.31,synthetic
2026-08-02T21:00:00+00:00,edge-illness,21,6,8.52,107.6,61.7,34.7,1075.9,2,2.926,1.31,synthetic
2026-08-02T22:00:00+00:00,edge-illness,22,6,8.52,107.6,61.7,34.7,639.6,2,3.353,1.31,synthetic
2026-08-02T23:00:00+00:00,edge-illness,23,6,8.52,107.6,61.7,34.7,173.3,1,1.896,1.31,synthetic
2026-08-03T08:00:00+00:00,edge-illness,8,0,8.58,108.8,58.0,35.8,322.2,1,4.172,-1.74,synthetic
2026-08-03T09:00:00+00:00,edge-illness,9,0,8.58,108.8,58.0,35.8,888.2,2,4.309,-1.74,synthetic
2026-08-03T10:00:00+00:00,edge-illness,10,0,8.58,108.8,58.0,35.8,1266.3,2,3.51,-1.74,synthetic
2026-08-03T11:00:00+00:00,edge-illness,11,0,8.58,108.8,58.0,35.8,1489.1,0,4.058,-1.74,synthetic
2026-08-03T12:00:00+00:00,edge-illness,12,0,8.58,108.8,58.0,35.8,999.1,5,3.986,-1.74,synthetic
2026-08-03T13:00:00+00:00,edge-illness,13,0,8.58,108.8,58.0,35.8,734.8,3,3.325,-1.74,synthetic
2026-08-03T14:00:00+00:00,edge-illness,14,0,8.58,108.8,58.0,35.8,208.3,1,3.916,-1.74,synthetic
2026-08-03T15:00:00+00:00,edge-illness,15,0,8.58,108.8,58.0,35.8,133.4,1,3.821,-1.74,synthetic
2026-08-03T16:00:00+00:00,edge-illness,16,0,8.58,108.8,58.0,35.8,310.1,1,3.792,-1.74,synthetic
2026-08-03T17:00:00+00:00,edge-illness,17,0,8.58,108.8,58.0,35.8,922.2,1,3.309,-1.74,synthetic
2026-08-03T18:00:00+00:00,edge-illness,18,0,8.58,108.8,58.0,35.8,1264.0,3,4.236,-1.74,synthetic
2026-08-03T19:00:00+00:00,edge-illness,19,0,8.58,108.8,58.0,35.8,1435.6,1,3.244,-1.74,synthetic
2026-08-03T20:00:00+00:00,edge-illness,20,0,8.58,108.8,58.0,35.8,1215.4,1,3.071,-1.74,synthetic
2026-08-03T21:00:00+00:00,edge-illness,21,0,8.58,108.8,58.0,35.8,915.7,2,3.014,-1.74,synthetic
2026-08-03T22:00:00+00:00,edge-illness,22,0,8.58,108.8,58.0,35.8,467.9,1,2.76,-1.74,synthetic
2026-08-03T23:00:00+00:00,edge-illness,23,0,8.58,108.8,58.0,35.8,147.0,2,2.942,-1.74,synthetic
2026-08-04T09:00:00+00:00,edge-illness,9,1,8.3,117.1,59.0,33.8,513.5,2,3.988,-0.76,synthetic
2026-08-04T10:00:00+00:00,edge-illness,10,1,8.3,117.1,59.0,33.8,614.1,3,4.031,-0.76,synthetic
2026-08-04T11:00:00+00:00,edge-illness,11,1,8.3,117.1,59.0,33.8,841.1,2,4.296,-0.76,synthetic
2026-08-04T12:00:00+00:00,edge-illness,12,1,8.3,117.1,59.0,33.8,356.2,1,4.09,-0.76,synthetic
2026-08-04T13:00:00+00:00,edge-illness,13,1,8.3,117.1,59.0,33.8,453.3,1,4.028,-0.76,synthetic
2026-08-04T14:00:00+00:00,edge-illness,14,1,8.3,117.1,59.0,33.8,303.3,3,3.806,-0.76,synthetic
2026-08-04T15:00:00+00:00,edge-illness,15,1,8.3,117.1,59.0,33.8,397.9,3,3.699,-0.76,synthetic
2026-08-04T16:00:00+00:00,edge-illness,16,1,8.3,117.1,59.0,33.8,509.7,1,3.219,-0.76,synthetic
2026-08-04T17:00:00+00:00,edge-illness,17,1,8.3,117.1,59.0,33.8,990.2,1,4.073,-0.76,synthetic
2026-08-04T18:00:00+00:00,edge-illness,18,1,8.3,117.1,59.0,33.8,1707.1,2,4.235,-0.76,synthetic
2026-08-04T19:00:00+00:00,edge-illness,19,1,8.3,117.1,59.0,33.8,1940.3,3,2.908,-0.76,synthetic
2026-08-04T20:00:00+00:00,edge-illness,20,1,8.3,117.1,59.0,33.8,1716.2,0,2.266,-0.76,synthetic
2026-08-04T21:00:00+00:00,edge-illness,21,1,8.3,117.1,59.0,33.8,1194.5,3,2.869,-0.76,synthetic
2026-08-04T22:00:00+00:00,edge-illness,22,1,8.3,117.1,59.0,33.8,651.7,2,2.31,-0.76,synthetic
2026-08-04T23:00:00+00:00,edge-illness,23,1,8.3,117.1,59.0,33.8,318.3,2,2.984,-0.76,synthetic
2026-08-05T08:00:00+00:00,edge-illness,8,2,7.2,87.8,58.9,35.2,339.5,2,2.894,-0.8,synthetic
2026-08-05T09:00:00+00:00,edge-illness,9,2,7.2,87.8,58.9,35.2,831.4,1,2.542,-0.8,synthetic
2026-08-05T10:00:00+00:00,edge-illness,10,2,7.2,87.8,58.9,35.2,1087.1,2,3.271,-0.8,synthetic
2026-08-05T11:00:00+00:00,edge-illness,11,2,7.2,87.8,58.9,35.2,856.8,0,3.436,-0.8,synthetic
